region,year,frac,co2_ppm,pred,resid
St-Lawrence,2006,0.0,382.0908,0.0,0.0
St-Lawrence,2007,0.0,384.025,0.0,0.0
St-Lawrence,2008,0.0,385.8325,0.0,0.0
St-Lawrence,2009,0.0,387.6425,0.0,0.0
St-Lawrence,2010,0.0,390.1017,0.0,0.0
St-Lawrence,2011,0.0,391.8508,0.0,0.0
St-Lawrence,2012,0.0,394.0558,0.0,0.0
St-Lawrence,2013,0.0,396.7375,0.0,0.0
St-Lawrence,2014,0.0,398.8125,0.0,0.0
St-Lawrence,2015,0.0,401.0125,0.0,0.0
St-Lawrence,2016,0.0,404.4125,0.0,0.0
St-Lawrence,2017,0.0,406.7583,0.0,0.0
St-Lawrence,2018,0.0,408.715,0.0,0.0
St-Lawrence,2019,0.0,411.6492,0.0,0.0
St-Lawrence,2020,0.0,414.2133,0.0,0.0
St-Lawrence,2021,0.0,416.4142,0.0,0.0
St-Lawrence,2022,0.0,418.5283,0.0,0.0
St-Lawrence,2023,0.0,421.08,0.0,0.0
St-Lawrence,2024,0.0,424.6042,0.0,0.0
St-Lawrence,2025,0.0,427.3492,0.0,0.0
