region,year,month,extent_km2,frac
Kara,2012,6,495695.31,0.54
Kara,2012,7,159679.226,0.174
Kara,2012,8,64096.8,0.07
Kara,2012,9,59001.417,0.064
Kara,2012,10,99020.173,0.108
Kara,2012,11,359100.823,0.391
Kara,2012,12,668492.289,0.728
Kara,2013,1,886340.562,0.966
Kara,2013,2,911273.506,0.993
Kara,2013,3,917951.051,1.0
Kara,2013,4,917452.327,0.999
Kara,2013,5,914074.247,0.996
Kara,2013,6,837833.673,0.913
Kara,2013,7,403420.169,0.439
Kara,2013,8,168473.259,0.184
Kara,2013,9,112290.954,0.122
Kara,2013,10,350652.122,0.382
Kara,2013,11,722372.451,0.787
Kara,2013,12,876748.161,0.955
Kara,2014,1,915921.289,0.998
Kara,2014,2,906951.94,0.988
Kara,2014,3,902908.608,0.984
Kara,2014,4,917971.288,1.0
Kara,2014,5,912454.561,0.994
Kara,2014,6,897134.982,0.977
Kara,2014,7,544919.328,0.594
Kara,2014,8,192468.071,0.21
Kara,2014,9,91241.646,0.099
Kara,2014,10,436573.584,0.476
Kara,2014,11,836504.455,0.911
Kara,2014,12,905151.558,0.986
Kara,2015,1,917992.88,1.0
Kara,2015,2,917992.88,1.0
Kara,2015,3,917168.735,0.999
Kara,2015,4,913151.845,0.995
Kara,2015,5,885077.016,0.964
Kara,2015,6,619529.309,0.675
Kara,2015,7,283668.977,0.309
Kara,2015,8,84774.193,0.092
Kara,2015,9,63036.28,0.069
Kara,2015,10,223346.693,0.243
Kara,2015,11,642695.335,0.7
Kara,2015,12,810744.301,0.883
Kara,2016,1,860539.098,0.937
Kara,2016,2,877942.384,0.956
Kara,2016,3,898448.265,0.979
Kara,2016,4,898471.117,0.979
Kara,2016,5,881691.756,0.96
Kara,2016,6,606241.47,0.66
Kara,2016,7,192282.52,0.209
Kara,2016,8,82849.503,0.09
Kara,2016,9,58779.905,0.064
Kara,2016,10,73126.126,0.08
Kara,2016,11,273297.68,0.298
Kara,2016,12,692493.094,0.754
Kara,2017,1,817982.702,0.891
Kara,2017,2,901896.746,0.982
Kara,2017,3,879865.341,0.958
Kara,2017,4,915042.918,0.997
Kara,2017,5,907791.002,0.989
Kara,2017,6,739955.715,0.806
Kara,2017,7,381400.247,0.415
Kara,2017,8,127260.244,0.139
Kara,2017,9,77581.557,0.085
Kara,2017,10,268828.363,0.293
Kara,2017,11,674868.139,0.735
Kara,2017,12,865554.146,0.943
Kara,2018,1,876444.548,0.955
Kara,2018,2,894331.99,0.974
Kara,2018,3,917344.17,0.999
Kara,2018,4,917992.88,1.0
Kara,2018,5,917992.88,1.0
Kara,2018,6,860674.051,0.938
Kara,2018,7,379867.375,0.414
Kara,2018,8,62684.96,0.068
Kara,2018,9,59393.62,0.065
Kara,2018,10,94291.404,0.103
Kara,2018,11,654872.939,0.713
Kara,2018,12,768358.189,0.837
Kara,2019,1,882436.117,0.961
Kara,2019,2,916279.09,0.998
Kara,2019,3,917078.937,0.999
Kara,2019,4,910789.74,0.992
Kara,2019,5,893583.864,0.973
Kara,2019,6,763496.585,0.832
Kara,2019,7,282691.615,0.308
Kara,2019,8,71897.386,0.078
Kara,2019,9,60592.38,0.066
Kara,2019,10,131973.043,0.144
Kara,2019,11,753595.099,0.821
Kara,2019,12,909176.475,0.99
Kara,2020,1,917006.278,0.999
Kara,2020,2,906368.363,0.987
Kara,2020,3,917403.622,0.999
Kara,2020,4,910653.838,0.992
Kara,2020,5,822319.125,0.896
Kara,2020,6,557314.102,0.607
Kara,2020,7,197129.525,0.215
Kara,2020,8,75730.217,0.082
Kara,2020,9,59608.479,0.065
Kara,2020,10,88785.283,0.097
Kara,2020,11,396883.4,0.432
Kara,2020,12,662542.207,0.722
Kara,2021,1,871431.414,0.949
Kara,2021,2,917876.96,1.0
Kara,2021,3,917992.88,1.0
Kara,2021,4,912733.06,0.994
Kara,2021,5,910536.463,0.992
Kara,2021,6,760170.733,0.828
Kara,2021,7,383812.645,0.418
Kara,2021,8,201024.515,0.219
Kara,2021,9,121904.059,0.133
Kara,2021,10,283554.493,0.309
Kara,2021,11,702176.823,0.765
Kara,2021,12,893690.08,0.974
Kara,2022,1,910117.941,0.991
Kara,2022,2,889204.715,0.969
Kara,2022,3,905311.611,0.986
Kara,2022,4,917930.089,1.0
Kara,2022,5,912089.899,0.994
Kara,2022,6,743951.228,0.81
Kara,2022,7,307180.895,0.335
Kara,2022,8,104402.284,0.114
Kara,2022,9,73177.67,0.08
Kara,2022,10,127085.61,0.138
Kara,2022,11,650570.95,0.709
Kara,2022,12,789062.385,0.86
Kara,2023,1,897491.659,0.978
Kara,2023,2,902733.708,0.983
Kara,2023,3,911497.573,0.993
Kara,2023,4,917844.522,1.0
Kara,2023,5,894170.778,0.974
Kara,2023,6,719805.862,0.784
Kara,2023,7,433144.342,0.472
Kara,2023,8,201435.263,0.219
Kara,2023,9,96455.05,0.105
Kara,2023,10,261424.565,0.285
Kara,2023,11,689959.6,0.752
Kara,2023,12,864391.53,0.942
Kara,2024,1,912681.947,0.994
Kara,2024,2,895893.581,0.976
Kara,2024,3,911659.033,0.993
Kara,2024,4,917992.88,1.0
Kara,2024,5,916971.157,0.999
Kara,2024,6,848951.717,0.925
Kara,2024,7,383064.465,0.417
Kara,2024,8,63028.539,0.069
Kara,2024,9,63395.833,0.069
Kara,2024,10,176369.759,0.192
Kara,2024,11,599666.127,0.653
Kara,2024,12,815212.493,0.888
Kara,2025,1,891892.606,0.972
Kara,2025,2,905089.476,0.986
Kara,2025,3,908848.28,0.99
Kara,2025,4,911294.234,0.993
Kara,2025,5,849855.56,0.926
Kara,2025,6,566415.834,0.617
Kara,2025,7,176557.007,0.192
Kara,2025,8,45958.462,0.05
Kara,2025,9,62975.337,0.069
Kara,2025,10,65173.452,0.071
Kara,2025,11,385712.412,0.42
Kara,2025,12,786866.967,0.857
Kara,2026,1,890487.194,0.97
Kara,2026,2,909734.056,0.991
Kara,2026,3,911665.389,0.993
Kara,2026,4,916219.48,0.998
Kara,2026,5,916881.421,0.999
Kara,2026,6,755400.956,0.823
Kara,2026,7,280546.971,0.306
Kara,2026,8,84270.759,0.092
Laptev,1978,11,872108.443,1.0
Laptev,1978,12,872414.226,1.0
Laptev,1979,1,872414.226,1.0
Laptev,1979,2,872414.226,1.0
Laptev,1979,3,872414.226,1.0
Laptev,1979,4,872414.226,1.0
Laptev,1979,5,871553.777,0.999
Laptev,1979,6,862093.141,0.988
Laptev,1979,7,840981.991,0.964
Laptev,1979,8,716961.244,0.822
Laptev,1979,9,708406.633,0.812
Laptev,1979,10,870059.668,0.997
Laptev,1979,11,872414.226,1.0
Laptev,1979,12,872414.226,1.0
Laptev,1980,1,872414.226,1.0
Laptev,1980,2,872414.226,1.0
Laptev,1980,3,872414.226,1.0
Laptev,1980,4,872414.226,1.0
Laptev,1980,5,866333.752,0.993
Laptev,1980,6,840116.583,0.963
Laptev,1980,7,754719.265,0.865
Laptev,1980,8,492480.416,0.565
Laptev,1980,9,464042.484,0.532
Laptev,1980,10,793033.836,0.909
Laptev,1980,11,872414.226,1.0
Laptev,1980,12,872414.226,1.0
Laptev,1981,1,872414.226,1.0
Laptev,1981,2,872414.226,1.0
Laptev,1981,3,872414.226,1.0
Laptev,1981,4,872371.177,1.0
Laptev,1981,5,870962.651,0.998
Laptev,1981,6,853461.324,0.978
Laptev,1981,7,729315.061,0.836
Laptev,1981,8,536730.12,0.615
Laptev,1981,9,489878.751,0.562
Laptev,1981,10,776393.476,0.89
Laptev,1981,11,872414.226,1.0
Laptev,1981,12,872414.226,1.0
Laptev,1982,1,872414.226,1.0
Laptev,1982,2,872414.226,1.0
Laptev,1982,3,872414.226,1.0
Laptev,1982,4,872414.226,1.0
Laptev,1982,5,872156.088,1.0
Laptev,1982,6,859819.192,0.986
Laptev,1982,7,817799.975,0.937
Laptev,1982,8,617497.2,0.708
Laptev,1982,9,460670.636,0.528
Laptev,1982,10,760430.937,0.872
Laptev,1982,11,872414.226,1.0
Laptev,1982,12,872414.226,1.0
Laptev,1983,1,872373.272,1.0
Laptev,1983,2,872414.226,1.0
Laptev,1983,3,872414.226,1.0
Laptev,1983,4,872414.226,1.0
Laptev,1983,5,870962.904,0.998
Laptev,1983,6,860771.355,0.987
Laptev,1983,7,811748.139,0.93
Laptev,1983,8,432444.168,0.496
Laptev,1983,9,377170.848,0.432
Laptev,1983,10,841062.231,0.964
Laptev,1983,11,872414.226,1.0
Laptev,1983,12,872414.226,1.0
Laptev,1984,1,872414.226,1.0
Laptev,1984,2,872414.226,1.0
Laptev,1984,3,872414.226,1.0
Laptev,1984,4,872414.226,1.0
Laptev,1984,5,872414.226,1.0
Laptev,1984,6,868629.075,0.996
Laptev,1984,7,844072.547,0.968
Laptev,1984,8,693172.246,0.795
Laptev,1984,9,510351.456,0.585
Laptev,1984,10,869327.251,0.996
Laptev,1984,11,872414.226,1.0
Laptev,1984,12,872414.226,1.0
Laptev,1985,1,872414.226,1.0
Laptev,1985,2,872414.226,1.0
Laptev,1985,3,872414.226,1.0
Laptev,1985,4,872414.226,1.0
Laptev,1985,5,872414.226,1.0
Laptev,1985,6,861688.543,0.988
Laptev,1985,7,796514.482,0.913
Laptev,1985,8,561468.041,0.644
Laptev,1985,9,409779.286,0.47
Laptev,1985,10,772735.012,0.886
Laptev,1985,11,872414.226,1.0
Laptev,1985,12,872414.226,1.0
Laptev,1986,1,872414.226,1.0
Laptev,1986,2,872414.226,1.0
Laptev,1986,3,872414.226,1.0
Laptev,1986,4,872414.226,1.0
Laptev,1986,5,872294.117,1.0
Laptev,1986,6,862432.197,0.989
Laptev,1986,7,846226.086,0.97
Laptev,1986,8,602702.386,0.691
Laptev,1986,9,561096.404,0.643
Laptev,1986,10,848183.086,0.972
Laptev,1986,11,872371.559,1.0
Laptev,1986,12,872414.226,1.0
Laptev,1987,1,872113.961,1.0
Laptev,1987,2,872414.226,1.0
Laptev,1987,3,872414.226,1.0
Laptev,1987,4,872414.226,1.0
Laptev,1987,5,872414.226,1.0
Laptev,1987,6,868223.305,0.995
Laptev,1987,7,845943.922,0.97
Laptev,1987,8,574885.571,0.659
Laptev,1987,9,552991.463,0.634
Laptev,1987,10,847414.253,0.971
Laptev,1987,11,872371.594,1.0
Laptev,1988,2,872414.226,1.0
Laptev,1988,3,872414.226,1.0
Laptev,1988,4,872414.226,1.0
Laptev,1988,5,864968.946,0.991
Laptev,1988,6,809048.66,0.927
Laptev,1988,7,716751.56,0.822
Laptev,1988,8,494063.341,0.566
Laptev,1988,9,504901.971,0.579
Laptev,1988,10,823332.998,0.944
Laptev,1988,11,872414.226,1.0
Laptev,1988,12,872414.226,1.0
Laptev,1989,1,872393.426,1.0
Laptev,1989,2,872391.67,1.0
Laptev,1989,3,872393.809,1.0
Laptev,1989,4,872414.226,1.0
Laptev,1989,5,872103.73,1.0
Laptev,1989,6,868841.862,0.996
Laptev,1989,7,834545.01,0.957
Laptev,1989,8,658337.726,0.755
Laptev,1989,9,540140.047,0.619
Laptev,1989,10,851039.89,0.975
Laptev,1989,11,872392.567,1.0
Laptev,1989,12,872393.229,1.0
Laptev,1990,1,872414.226,1.0
Laptev,1990,2,872414.226,1.0
Laptev,1990,3,872393.081,1.0
Laptev,1990,4,872262.554,1.0
Laptev,1990,5,860313.015,0.986
Laptev,1990,6,781902.072,0.896
Laptev,1990,7,638321.11,0.732
Laptev,1990,8,343927.279,0.394
Laptev,1990,9,275322.583,0.316
Laptev,1990,10,721356.994,0.827
Laptev,1990,11,872414.226,1.0
Laptev,1990,12,872414.226,1.0
Laptev,1991,1,872414.226,1.0
Laptev,1991,2,872414.226,1.0
Laptev,1991,3,872414.226,1.0
Laptev,1991,4,872414.226,1.0
Laptev,1991,5,871747.089,0.999
Laptev,1991,6,850821.277,0.975
Laptev,1991,7,646451.111,0.741
Laptev,1991,8,349233.502,0.4
Laptev,1991,9,292382.359,0.335
Laptev,1991,10,742857.8,0.851
Laptev,1991,11,872414.226,1.0
Laptev,1991,12,872329.754,1.0
Laptev,1992,1,872393.805,1.0
Laptev,1992,2,872414.226,1.0
Laptev,1992,3,872372.585,1.0
Laptev,1992,4,872414.226,1.0
Laptev,1992,5,871430.853,0.999
Laptev,1992,6,870475.131,0.998
Laptev,1992,7,793610.378,0.91
Laptev,1992,8,568597.56,0.652
Laptev,1992,9,608594.754,0.698
Laptev,1992,10,870625.802,0.998
Laptev,1992,11,872393.257,1.0
Laptev,1992,12,872414.226,1.0
Laptev,1993,1,872414.226,1.0
Laptev,1993,2,872414.226,1.0
Laptev,1993,3,872393.617,1.0
Laptev,1993,4,872414.226,1.0
Laptev,1993,5,859149.999,0.985
Laptev,1993,6,828989.84,0.95
Laptev,1993,7,805927.843,0.924
Laptev,1993,8,628484.055,0.72
Laptev,1993,9,509634.08,0.584
Laptev,1993,10,838545.275,0.961
Laptev,1993,11,872371.112,1.0
Laptev,1993,12,872372.704,1.0
Laptev,1994,1,872373.1,1.0
Laptev,1994,2,872414.226,1.0
Laptev,1994,3,872414.226,1.0
Laptev,1994,4,872414.226,1.0
Laptev,1994,5,872414.226,1.0
Laptev,1994,6,864352.178,0.991
Laptev,1994,7,771672.648,0.885
Laptev,1994,8,534858.755,0.613
Laptev,1994,9,462048.657,0.53
Laptev,1994,10,733547.318,0.841
Laptev,1994,11,872414.226,1.0
Laptev,1994,12,872393.051,1.0
Laptev,1995,1,872372.715,1.0
Laptev,1995,2,872367.547,1.0
Laptev,1995,3,872393.197,1.0
Laptev,1995,4,872414.226,1.0
Laptev,1995,5,872290.054,1.0
Laptev,1995,6,817171.778,0.937
Laptev,1995,7,597260.731,0.685
Laptev,1995,8,242737.155,0.278
Laptev,1995,9,121600.793,0.139
Laptev,1995,10,493023.894,0.565
Laptev,1995,11,872414.226,1.0
Laptev,1995,12,872414.226,1.0
Laptev,1996,1,872414.226,1.0
Laptev,1996,2,872414.226,1.0
Laptev,1996,3,872414.226,1.0
Laptev,1996,4,872414.226,1.0
Laptev,1996,5,872414.226,1.0
Laptev,1996,6,872414.226,1.0
Laptev,1996,7,850003.218,0.974
Laptev,1996,8,763415.431,0.875
Laptev,1996,9,777585.979,0.891
Laptev,1996,10,872414.226,1.0
Laptev,1996,11,872392.353,1.0
Laptev,1996,12,872414.226,1.0
Laptev,1997,1,872414.226,1.0
Laptev,1997,2,872414.226,1.0
Laptev,1997,3,872414.226,1.0
Laptev,1997,4,872414.226,1.0
Laptev,1997,5,869270.386,0.996
Laptev,1997,6,832360.781,0.954
Laptev,1997,7,724245.313,0.83
Laptev,1997,8,497047.272,0.57
Laptev,1997,9,417598.214,0.479
Laptev,1997,10,762692.746,0.874
Laptev,1997,11,872414.226,1.0
Laptev,1997,12,872414.226,1.0
Laptev,1998,1,872414.226,1.0
Laptev,1998,2,872414.226,1.0
Laptev,1998,3,872414.226,1.0
Laptev,1998,4,872414.226,1.0
Laptev,1998,5,872414.226,1.0
Laptev,1998,6,865187.075,0.992
Laptev,1998,7,800057.968,0.917
Laptev,1998,8,597216.205,0.685
Laptev,1998,9,513028.865,0.588
Laptev,1998,10,857501.658,0.983
Laptev,1998,11,872414.226,1.0
Laptev,1998,12,872414.226,1.0
Laptev,1999,1,872414.226,1.0
Laptev,1999,2,872414.226,1.0
Laptev,1999,3,872414.226,1.0
Laptev,1999,4,872414.226,1.0
Laptev,1999,5,872372.856,1.0
Laptev,1999,6,848745.833,0.973
Laptev,1999,7,681795.615,0.782
Laptev,1999,8,316863.046,0.363
Laptev,1999,9,231557.451,0.265
Laptev,1999,10,776575.205,0.89
Laptev,1999,11,872414.226,1.0
Laptev,1999,12,872414.226,1.0
Laptev,2000,1,872414.226,1.0
Laptev,2000,2,872414.226,1.0
Laptev,2000,3,872414.226,1.0
Laptev,2000,4,872414.226,1.0
Laptev,2000,5,863876.58,0.99
Laptev,2000,6,801749.302,0.919
Laptev,2000,7,707019.317,0.81
Laptev,2000,8,356945.74,0.409
Laptev,2000,9,242081.66,0.277
Laptev,2000,10,720992.207,0.826
Laptev,2000,11,872414.226,1.0
Laptev,2000,12,872414.226,1.0
Laptev,2001,1,872414.226,1.0
Laptev,2001,2,872414.226,1.0
Laptev,2001,3,872414.226,1.0
Laptev,2001,4,872414.226,1.0
Laptev,2001,5,871814.684,0.999
Laptev,2001,6,870771.258,0.998
Laptev,2001,7,813808.914,0.933
Laptev,2001,8,610654.664,0.7
Laptev,2001,9,658317.536,0.755
Laptev,2001,10,856602.541,0.982
Laptev,2001,11,872414.226,1.0
Laptev,2001,12,872414.226,1.0
Laptev,2002,1,872414.226,1.0
Laptev,2002,2,872414.226,1.0
Laptev,2002,3,872414.226,1.0
Laptev,2002,4,872414.226,1.0
Laptev,2002,5,872331.517,1.0
Laptev,2002,6,847750.641,0.972
Laptev,2002,7,770092.882,0.883
Laptev,2002,8,395616.673,0.453
Laptev,2002,9,351323.809,0.403
Laptev,2002,10,840142.436,0.963
Laptev,2002,11,872414.226,1.0
Laptev,2002,12,872414.226,1.0
Laptev,2003,1,872414.226,1.0
Laptev,2003,2,872414.226,1.0
Laptev,2003,3,872414.226,1.0
Laptev,2003,4,872414.226,1.0
Laptev,2003,5,872352.307,1.0
Laptev,2003,6,825587.981,0.946
Laptev,2003,7,675091.263,0.774
Laptev,2003,8,436009.896,0.5
Laptev,2003,9,379221.637,0.435
Laptev,2003,10,693136.011,0.795
Laptev,2003,11,872371.388,1.0
Laptev,2003,12,872372.664,1.0
Laptev,2004,1,872414.226,1.0
Laptev,2004,2,872414.226,1.0
Laptev,2004,3,872414.226,1.0
Laptev,2004,4,872414.226,1.0
Laptev,2004,5,872414.226,1.0
Laptev,2004,6,869059.953,0.996
Laptev,2004,7,857690.878,0.983
Laptev,2004,8,687607.913,0.788
Laptev,2004,9,567633.987,0.651
Laptev,2004,10,851256.036,0.976
Laptev,2004,11,872414.226,1.0
Laptev,2004,12,872393.83,1.0
Laptev,2005,1,872393.699,1.0
Laptev,2005,2,872345.237,1.0
Laptev,2005,3,872414.226,1.0
Laptev,2005,4,872392.744,1.0
Laptev,2005,5,865017.921,0.992
Laptev,2005,6,795805.929,0.912
Laptev,2005,7,608853.664,0.698
Laptev,2005,8,297838.9,0.341
Laptev,2005,9,138673.956,0.159
Laptev,2005,10,604717.026,0.693
Laptev,2005,11,872414.226,1.0
Laptev,2005,12,872352.906,1.0
Laptev,2006,1,872351.781,1.0
Laptev,2006,2,872391.446,1.0
Laptev,2006,3,872393.85,1.0
Laptev,2006,4,872414.226,1.0
Laptev,2006,5,872269.54,1.0
Laptev,2006,6,854231.652,0.979
Laptev,2006,7,666747.235,0.764
Laptev,2006,8,292503.242,0.335
Laptev,2006,9,309157.873,0.354
Laptev,2006,10,644344.429,0.739
Laptev,2006,11,872414.226,1.0
Laptev,2006,12,872414.226,1.0
Laptev,2007,1,872414.226,1.0
Laptev,2007,2,872414.226,1.0
Laptev,2007,3,872414.226,1.0
Laptev,2007,4,869194.694,0.996
Laptev,2007,5,838439.303,0.961
Laptev,2007,6,746381.494,0.856
Laptev,2007,7,516246.205,0.592
Laptev,2007,8,302219.873,0.346
Laptev,2007,9,247817.517,0.284
Laptev,2007,10,569610.258,0.653
Laptev,2007,11,872392.89,1.0
Laptev,2007,12,872393.322,1.0
Laptev,2008,1,872414.226,1.0
Laptev,2008,2,872414.226,1.0
Laptev,2008,3,872414.226,1.0
Laptev,2008,4,872414.226,1.0
Laptev,2008,5,872414.226,1.0
Laptev,2008,6,870947.762,0.998
Laptev,2008,7,823671.498,0.944
Laptev,2008,8,562125.268,0.644
Laptev,2008,9,375229.526,0.43
Laptev,2008,10,735608.84,0.843
Laptev,2008,11,872414.226,1.0
Laptev,2008,12,872414.226,1.0
Laptev,2009,1,872414.226,1.0
Laptev,2009,2,872414.226,1.0
Laptev,2009,3,872414.226,1.0
Laptev,2009,4,872414.226,1.0
Laptev,2009,5,872352.201,1.0
Laptev,2009,6,827180.934,0.948
Laptev,2009,7,601313.759,0.689
Laptev,2009,8,284063.284,0.326
Laptev,2009,9,206174.161,0.236
Laptev,2009,10,489379.817,0.561
Laptev,2009,11,872414.226,1.0
Laptev,2009,12,872414.226,1.0
Laptev,2010,1,872414.226,1.0
Laptev,2010,2,872414.226,1.0
Laptev,2010,3,872414.226,1.0
Laptev,2010,4,872414.226,1.0
Laptev,2010,5,865727.368,0.992
Laptev,2010,6,784493.051,0.899
Laptev,2010,7,587550.081,0.673
Laptev,2010,8,348307.416,0.399
Laptev,2010,9,207287.616,0.238
Laptev,2010,10,598817.739,0.686
Laptev,2010,11,872414.226,1.0
Laptev,2010,12,872414.226,1.0
Laptev,2011,1,872414.226,1.0
Laptev,2011,2,872414.226,1.0
Laptev,2011,3,872414.226,1.0
Laptev,2011,4,872414.226,1.0
Laptev,2011,5,870194.76,0.997
Laptev,2011,6,764072.917,0.876
Laptev,2011,7,405051.149,0.464
Laptev,2011,8,106830.496,0.122
Laptev,2011,9,46853.62,0.054
Laptev,2011,10,334199.321,0.383
Laptev,2011,11,872414.226,1.0
Laptev,2011,12,872414.226,1.0
Laptev,2012,1,872414.226,1.0
Laptev,2012,2,872414.226,1.0
Laptev,2012,3,872414.226,1.0
Laptev,2012,4,872414.226,1.0
Laptev,2012,5,865254.371,0.992
Laptev,2012,6,811515.59,0.93
Laptev,2012,7,497727.743,0.571
Laptev,2012,8,189453.036,0.217
Laptev,2012,9,68938.178,0.079
Laptev,2012,10,437483.616,0.501
Laptev,2012,11,872348.606,1.0
Laptev,2012,12,872414.226,1.0
Laptev,2013,1,872414.226,1.0
Laptev,2013,2,872414.226,1.0
Laptev,2013,3,872414.226,1.0
Laptev,2013,4,872414.226,1.0
Laptev,2013,5,854288.947,0.979
Laptev,2013,6,779490.954,0.893
Laptev,2013,7,559986.735,0.642
Laptev,2013,8,326222.924,0.374
Laptev,2013,9,101169.828,0.116
Laptev,2013,10,641818.945,0.736
Laptev,2013,11,872414.226,1.0
Laptev,2013,12,872414.226,1.0
Laptev,2014,1,872414.226,1.0
Laptev,2014,2,872414.226,1.0
Laptev,2014,3,872414.226,1.0
Laptev,2014,4,872414.226,1.0
Laptev,2014,5,863848.34,0.99
Laptev,2014,6,730407.897,0.837
Laptev,2014,7,385120.447,0.441
Laptev,2014,8,75051.875,0.086
Laptev,2014,9,11666.085,0.013
Laptev,2014,10,371661.555,0.426
Laptev,2014,11,872414.226,1.0
Laptev,2014,12,872414.226,1.0
Laptev,2015,1,872414.226,1.0
Laptev,2015,2,872414.226,1.0
Laptev,2015,3,872414.226,1.0
Laptev,2015,4,872414.226,1.0
Laptev,2015,5,872393.57,1.0
Laptev,2015,6,853605.687,0.978
Laptev,2015,7,612965.04,0.703
Laptev,2015,8,247987.512,0.284
Laptev,2015,9,93094.507,0.107
Laptev,2015,10,588058.457,0.674
Laptev,2015,11,872414.226,1.0
Laptev,2015,12,872414.226,1.0
Laptev,2016,1,872414.226,1.0
Laptev,2016,2,872414.226,1.0
Laptev,2016,3,872414.226,1.0
Laptev,2016,4,872414.226,1.0
Laptev,2016,5,872372.665,1.0
Laptev,2016,6,869035.636,0.996
Laptev,2016,7,819054.511,0.939
Laptev,2016,8,501635.109,0.575
Laptev,2016,9,317646.679,0.364
Laptev,2016,10,504934.935,0.579
Laptev,2016,11,864400.921,0.991
Laptev,2016,12,872414.226,1.0
Laptev,2017,1,872414.226,1.0
Laptev,2017,2,872414.226,1.0
Laptev,2017,3,872414.226,1.0
Laptev,2017,4,872414.226,1.0
Laptev,2017,5,871537.939,0.999
Laptev,2017,6,838227.557,0.961
Laptev,2017,7,696478.884,0.798
Laptev,2017,8,381701.192,0.438
Laptev,2017,9,306039.052,0.351
Laptev,2017,10,731695.606,0.839
Laptev,2017,11,872414.226,1.0
Laptev,2017,12,872414.226,1.0
Laptev,2018,1,872414.226,1.0
Laptev,2018,2,872414.226,1.0
Laptev,2018,3,872414.226,1.0
Laptev,2018,4,872414.226,1.0
Laptev,2018,5,866694.289,0.993
Laptev,2018,6,746500.422,0.856
Laptev,2018,7,474552.229,0.544
Laptev,2018,8,142276.418,0.163
Laptev,2018,9,48486.847,0.056
Laptev,2018,10,210752.61,0.242
Laptev,2018,11,868837.577,0.996
Laptev,2018,12,872414.226,1.0
Laptev,2019,1,872414.226,1.0
Laptev,2019,2,872414.226,1.0
Laptev,2019,3,872414.226,1.0
Laptev,2019,4,872414.226,1.0
Laptev,2019,5,861411.373,0.987
Laptev,2019,6,745416.035,0.854
Laptev,2019,7,421717.512,0.483
Laptev,2019,8,188487.664,0.216
Laptev,2019,9,108802.49,0.125
Laptev,2019,10,347275.062,0.398
Laptev,2019,11,870856.307,0.998
Laptev,2019,12,872414.226,1.0
Laptev,2020,1,872414.226,1.0
Laptev,2020,2,872414.226,1.0
Laptev,2020,3,872414.226,1.0
Laptev,2020,4,870207.889,0.997
Laptev,2020,5,864533.942,0.991
Laptev,2020,6,724331.127,0.83
Laptev,2020,7,219288.171,0.251
Laptev,2020,8,58181.74,0.067
Laptev,2020,9,9483.66,0.011
Laptev,2020,10,65312.408,0.075
Laptev,2020,11,796190.084,0.913
Laptev,2020,12,872414.226,1.0
Laptev,2021,1,872414.226,1.0
Laptev,2021,2,872414.226,1.0
Laptev,2021,3,872414.226,1.0
Laptev,2021,4,872414.226,1.0
Laptev,2021,5,854538.687,0.98
Laptev,2021,6,693915.157,0.795
Laptev,2021,7,299438.472,0.343
Laptev,2021,8,52433.963,0.06
Laptev,2021,9,57380.06,0.066
Laptev,2021,10,422893.685,0.485
Laptev,2021,11,872414.226,1.0
Laptev,2021,12,872414.226,1.0
Laptev,2022,1,872414.226,1.0
Laptev,2022,2,872414.226,1.0
Laptev,2022,3,872414.226,1.0
Laptev,2022,4,872414.226,1.0
Laptev,2022,5,862268.376,0.988
Laptev,2022,6,760306.225,0.871
Laptev,2022,7,561805.928,0.644
Laptev,2022,8,342100.284,0.392
Laptev,2022,9,258115.136,0.296
Laptev,2022,10,569061.426,0.652
Laptev,2022,11,872414.226,1.0
Laptev,2022,12,872414.226,1.0
Laptev,2023,1,872414.226,1.0
Laptev,2023,2,872414.226,1.0
Laptev,2023,3,872414.226,1.0
Laptev,2023,4,872414.226,1.0
Laptev,2023,5,869301.367,0.996
Laptev,2023,6,827663.523,0.949
Laptev,2023,7,631118.104,0.723
Laptev,2023,8,419139.285,0.48
Laptev,2023,9,377083.798,0.432
Laptev,2023,10,617507.682,0.708
Laptev,2023,11,872414.226,1.0
Laptev,2023,12,872414.226,1.0
Laptev,2024,1,872414.226,1.0
Laptev,2024,2,872414.226,1.0
Laptev,2024,3,872414.226,1.0
Laptev,2024,4,872414.226,1.0
Laptev,2024,5,872393.121,1.0
Laptev,2024,6,791496.992,0.907
Laptev,2024,7,376172.361,0.431
Laptev,2024,8,278801.953,0.32
Laptev,2024,9,221565.91,0.254
Laptev,2024,10,558906.903,0.641
Laptev,2024,11,872157.535,1.0
Laptev,2024,12,872414.226,1.0
Laptev,2025,1,872414.226,1.0
Laptev,2025,2,872414.226,1.0
Laptev,2025,3,872414.226,1.0
Laptev,2025,4,872414.226,1.0
Laptev,2025,5,818154.621,0.938
Laptev,2025,6,746161.567,0.855
Laptev,2025,7,559209.607,0.641
Laptev,2025,8,254913.349,0.292
Laptev,2025,9,257729.857,0.295
Laptev,2025,10,433666.099,0.497
Laptev,2025,11,872261.158,1.0
Laptev,2025,12,872414.226,1.0
Laptev,2026,1,872414.226,1.0
Laptev,2026,2,872414.226,1.0
Laptev,2026,3,872414.226,1.0
Laptev,2026,4,872414.226,1.0
Laptev,2026,5,858753.538,0.984
Laptev,2026,6,843528.371,0.967
Laptev,2026,7,624917.641,0.716
Laptev,2026,8,338397.458,0.388
Okhotsk,1978,11,62808.274,0.04
