region,year,month,extent_km2,frac
Baffin,1978,11,745624.331,0.422
Baffin,1978,12,926473.071,0.525
Baffin,1979,1,1090625.815,0.618
Baffin,1979,2,1157634.866,0.656
Baffin,1979,3,1299583.477,0.736
Baffin,1979,4,1137194.68,0.644
Baffin,1979,5,983083.453,0.557
Baffin,1979,6,820064.573,0.464
Baffin,1979,7,504284.512,0.286
Baffin,1979,8,165202.293,0.094
Baffin,1979,9,66901.96,0.038
Baffin,1979,10,187742.415,0.106
Baffin,1979,11,637056.954,0.361
Baffin,1979,12,926943.243,0.525
Baffin,1980,1,1104871.464,0.626
Baffin,1980,2,1215999.908,0.689
Baffin,1980,3,1284177.396,0.727
Baffin,1980,4,1221357.854,0.692
Baffin,1980,5,1027215.512,0.582
Baffin,1980,6,786642.935,0.446
Baffin,1980,7,515729.857,0.292
Baffin,1980,8,151312.871,0.086
Baffin,1980,9,46345.79,0.026
Baffin,1980,10,225418.557,0.128
Baffin,1980,11,590062.722,0.334
Baffin,1980,12,871816.642,0.494
Baffin,1981,1,1122447.922,0.636
Baffin,1981,2,1282707.945,0.726
Baffin,1981,3,1117472.461,0.633
Baffin,1981,4,1147369.831,0.65
Baffin,1981,5,1053485.477,0.597
Baffin,1981,6,771697.614,0.437
Baffin,1981,7,415502.457,0.235
Baffin,1981,8,109625.349,0.062
Baffin,1981,9,56034.229,0.032
Baffin,1981,10,137886.507,0.078
Baffin,1981,11,602163.22,0.341
Baffin,1981,12,885763.492,0.502
Baffin,1982,1,1080833.934,0.612
Baffin,1982,2,1403639.746,0.795
Baffin,1982,3,1487905.095,0.843
Baffin,1982,4,1345921.021,0.762
Baffin,1982,5,1208206.701,0.684
Baffin,1982,6,957789.207,0.542
Baffin,1982,7,517703.555,0.293
Baffin,1982,8,152082.08,0.086
Baffin,1982,9,87540.466,0.05
Baffin,1982,10,312541.391,0.177
Baffin,1982,11,745311.522,0.422
Baffin,1982,12,1160506.105,0.657
Baffin,1983,1,1569060.665,0.889
Baffin,1983,2,1655336.13,0.938
Baffin,1983,3,1720993.826,0.975
Baffin,1983,4,1631572.738,0.924
Baffin,1983,5,1312204.093,0.743
Baffin,1983,6,987350.863,0.559
Baffin,1983,7,677882.831,0.384
Baffin,1983,8,309552.543,0.175
Baffin,1983,9,149209.651,0.085
Baffin,1983,10,344933.504,0.195
Baffin,1983,11,791670.002,0.448
Baffin,1983,12,1122201.139,0.636
Baffin,1984,1,1603222.081,0.908
Baffin,1984,2,1755069.784,0.994
Baffin,1984,3,1658777.572,0.939
Baffin,1984,4,1537293.132,0.871
Baffin,1984,5,1347243.858,0.763
Baffin,1984,6,996202.58,0.564
Baffin,1984,7,563924.204,0.319
Baffin,1984,8,134489.401,0.076
Baffin,1984,9,55393.392,0.031
Baffin,1984,10,163411.389,0.093
Baffin,1984,11,563783.31,0.319
Baffin,1984,12,1110308.561,0.629
Baffin,1985,1,1390831.721,0.788
Baffin,1985,2,1423983.122,0.806
Baffin,1985,3,1564700.427,0.886
Baffin,1985,4,1364952.596,0.773
Baffin,1985,5,1171277.688,0.663
Baffin,1985,6,837841.722,0.475
Baffin,1985,7,306816.865,0.174
Baffin,1985,8,68561.857,0.039
Baffin,1985,9,45115.567,0.026
Baffin,1985,10,137115.77,0.078
Baffin,1985,11,545156.012,0.309
Baffin,1985,12,793270.105,0.449
Baffin,1986,1,1113676.131,0.631
Baffin,1986,2,1242596.725,0.704
Baffin,1986,3,1351280.259,0.765
Baffin,1986,4,1199855.43,0.68
Baffin,1986,5,973720.164,0.551
Baffin,1986,6,756117.379,0.428
Baffin,1986,7,529012.971,0.3
Baffin,1986,8,233901.159,0.132
Baffin,1986,9,59637.39,0.034
Baffin,1986,10,411209.376,0.233
Baffin,1986,11,783921.322,0.444
Baffin,1986,12,1091453.076,0.618
Baffin,1987,1,1274676.901,0.722
Baffin,1987,2,1360569.839,0.771
Baffin,1987,3,1324398.985,0.75
Baffin,1987,4,1351056.455,0.765
Baffin,1987,5,1134853.447,0.643
Baffin,1987,6,949169.148,0.538
Baffin,1987,7,568695.746,0.322
Baffin,1987,8,129895.363,0.074
Baffin,1987,9,44055.277,0.025
Baffin,1987,10,260647.999,0.148
Baffin,1987,11,625008.211,0.354
Baffin,1988,2,1366076.918,0.774
Baffin,1988,3,1312939.795,0.744
Baffin,1988,4,1175041.547,0.665
Baffin,1988,5,1076951.23,0.61
Baffin,1988,6,803407.949,0.455
Baffin,1988,7,414942.959,0.235
Baffin,1988,8,132837.456,0.075
Baffin,1988,9,29255.849,0.017
Baffin,1988,10,81893.244,0.046
Baffin,1988,11,533669.191,0.302
Baffin,1988,12,897364.191,0.508
Baffin,1989,1,1177539.498,0.667
Baffin,1989,2,1435873.83,0.813
Baffin,1989,3,1476706.252,0.836
Baffin,1989,4,1350062.696,0.765
Baffin,1989,5,1088475.683,0.616
Baffin,1989,6,898970.803,0.509
Baffin,1989,7,490864.201,0.278
Baffin,1989,8,159938.102,0.091
Baffin,1989,9,72553.815,0.041
Baffin,1989,10,247346.34,0.14
Baffin,1989,11,645815.305,0.366
Baffin,1989,12,922883.531,0.523
Baffin,1990,1,1332963.43,0.755
Baffin,1990,2,1582668.191,0.896
Baffin,1990,3,1651612.012,0.935
Baffin,1990,4,1474116.2,0.835
Baffin,1990,5,1278037.187,0.724
Baffin,1990,6,934228.213,0.529
Baffin,1990,7,458822.527,0.26
Baffin,1990,8,73659.62,0.042
Baffin,1990,9,54158.899,0.031
Baffin,1990,10,299956.851,0.17
Baffin,1990,11,708040.631,0.401
Baffin,1990,12,1027208.233,0.582
Baffin,1991,1,1449821.594,0.821
Baffin,1991,2,1623370.684,0.919
Baffin,1991,3,1531833.75,0.868
Baffin,1991,4,1446141.75,0.819
Baffin,1991,5,1263258.11,0.715
Baffin,1991,6,959250.053,0.543
Baffin,1991,7,506444.639,0.287
Baffin,1991,8,92316.386,0.052
Baffin,1991,9,51074.461,0.029
Baffin,1991,10,163407.048,0.093
Baffin,1991,11,620523.557,0.351
Baffin,1991,12,965804.3,0.547
Baffin,1992,1,1300478.692,0.737
Baffin,1992,2,1538394.433,0.871
Baffin,1992,3,1523032.045,0.863
Baffin,1992,4,1308045.528,0.741
Baffin,1992,5,1261165.447,0.714
Baffin,1992,6,923814.781,0.523
Baffin,1992,7,574321.257,0.325
Baffin,1992,8,191233.913,0.108
Baffin,1992,9,89872.52,0.051
Baffin,1992,10,132842.853,0.075
Baffin,1992,11,631935.889,0.358
Baffin,1992,12,1079252.854,0.611
Baffin,1993,1,1606297.161,0.91
Baffin,1993,2,1756053.362,0.995
Baffin,1993,3,1765671.942,1.0
Baffin,1993,4,1644829.842,0.932
Baffin,1993,5,1307261.587,0.74
Baffin,1993,6,918303.073,0.52
Baffin,1993,7,592613.333,0.336
Baffin,1993,8,210481.296,0.119
Baffin,1993,9,81662.57,0.046
Baffin,1993,10,207262.912,0.117
Baffin,1993,11,731858.025,0.414
Baffin,1993,12,1037603.396,0.588
Baffin,1994,1,1286078.018,0.728
Baffin,1994,2,1622912.076,0.919
Baffin,1994,3,1554972.985,0.881
Baffin,1994,4,1402416.558,0.794
Baffin,1994,5,1123012.929,0.636
Baffin,1994,6,797165.073,0.451
Baffin,1994,7,434635.527,0.246
Baffin,1994,8,94966.783,0.054
Baffin,1994,9,57974.067,0.033
Baffin,1994,10,230311.36,0.13
Baffin,1994,11,558208.628,0.316
Baffin,1994,12,928985.634,0.526
Baffin,1995,1,1211441.596,0.686
Baffin,1995,2,1366059.849,0.774
Baffin,1995,3,1457100.843,0.825
Baffin,1995,4,1293033.438,0.732
Baffin,1995,5,1010866.248,0.573
Baffin,1995,6,740410.827,0.419
Baffin,1995,7,481838.212,0.273
Baffin,1995,8,125508.208,0.071
Baffin,1995,9,74552.572,0.042
Baffin,1995,10,260107.66,0.147
Baffin,1995,11,561515.19,0.318
Baffin,1995,12,845006.154,0.479
Baffin,1996,1,1177261.538,0.667
Baffin,1996,2,1330728.156,0.754
Baffin,1996,3,1270649.384,0.72
Baffin,1996,4,1134315.132,0.642
Baffin,1996,5,986110.74,0.558
Baffin,1996,6,894986.696,0.507
Baffin,1996,7,651468.374,0.369
Baffin,1996,8,320891.316,0.182
Baffin,1996,9,158102.908,0.09
Baffin,1996,10,395199.822,0.224
Baffin,1996,11,686243.845,0.389
Baffin,1996,12,841002.972,0.476
Baffin,1997,1,1000471.585,0.567
Baffin,1997,2,1336538.742,0.757
Baffin,1997,3,1399927.954,0.793
Baffin,1997,4,1200823.195,0.68
Baffin,1997,5,1029911.064,0.583
Baffin,1997,6,810409.095,0.459
Baffin,1997,7,424527.902,0.24
Baffin,1997,8,93282.556,0.053
Baffin,1997,9,76128.317,0.043
Baffin,1997,10,293707.819,0.166
Baffin,1997,11,573343.361,0.325
Baffin,1997,12,779623.245,0.442
Baffin,1998,1,1078653.82,0.611
Baffin,1998,2,1255967.126,0.711
Baffin,1998,3,1266157.386,0.717
Baffin,1998,4,1201501.224,0.68
Baffin,1998,5,1034563.746,0.586
Baffin,1998,6,717050.384,0.406
Baffin,1998,7,377491.621,0.214
Baffin,1998,8,93646.42,0.053
Baffin,1998,9,58018.263,0.033
Baffin,1998,10,146786.937,0.083
Baffin,1998,11,495032.241,0.28
Baffin,1998,12,756314.757,0.428
Baffin,1999,1,1048506.333,0.594
Baffin,1999,2,1242103.874,0.703
Baffin,1999,3,1239820.187,0.702
Baffin,1999,4,1121428.609,0.635
Baffin,1999,5,1054405.924,0.597
Baffin,1999,6,809062.306,0.458
Baffin,1999,7,415286.242,0.235
Baffin,1999,8,150037.913,0.085
Baffin,1999,9,67911.329,0.038
Baffin,1999,10,177438.162,0.1
Baffin,1999,11,656351.051,0.372
Baffin,1999,12,842401.122,0.477
Baffin,2000,1,1126621.585,0.638
Baffin,2000,2,1325361.971,0.751
Baffin,2000,3,1370232.956,0.776
Baffin,2000,4,1177901.814,0.667
Baffin,2000,5,1029318.368,0.583
Baffin,2000,6,710058.918,0.402
Baffin,2000,7,319972.142,0.181
Baffin,2000,8,78964.613,0.045
Baffin,2000,9,61189.369,0.035
Baffin,2000,10,158749.65,0.09
Baffin,2000,11,493033.064,0.279
Baffin,2000,12,751416.044,0.426
Baffin,2001,1,1051303.681,0.595
Baffin,2001,2,1291381.09,0.731
Baffin,2001,3,1186554.072,0.672
Baffin,2001,4,1154749.908,0.654
Baffin,2001,5,1054611.359,0.597
Baffin,2001,6,743862.559,0.421
Baffin,2001,7,329769.193,0.187
Baffin,2001,8,75471.385,0.043
Baffin,2001,9,62133.179,0.035
Baffin,2001,10,132696.381,0.075
Baffin,2001,11,506896.338,0.287
Baffin,2001,12,766927.228,0.434
Baffin,2002,1,967592.695,0.548
Baffin,2002,2,1201885.908,0.681
Baffin,2002,3,1309453.354,0.742
Baffin,2002,4,1179201.635,0.668
Baffin,2002,5,972908.229,0.551
Baffin,2002,6,686018.074,0.389
Baffin,2002,7,313278.785,0.177
Baffin,2002,8,71722.999,0.041
Baffin,2002,9,49628.201,0.028
Baffin,2002,10,87035.031,0.049
Baffin,2002,11,356240.281,0.202
Baffin,2002,12,730506.028,0.414
Baffin,2003,1,940173.511,0.532
Baffin,2003,2,1207931.123,0.684
Baffin,2003,3,1314914.494,0.745
Baffin,2003,4,1211124.218,0.686
Baffin,2003,5,1007593.504,0.571
Baffin,2003,6,638805.307,0.362
Baffin,2003,7,203708.918,0.115
Baffin,2003,8,63340.311,0.036
Baffin,2003,9,44363.437,0.025
Baffin,2003,10,77947.646,0.044
Baffin,2003,11,420442.19,0.238
Baffin,2003,12,721858.318,0.409
Baffin,2004,1,893490.861,0.506
Baffin,2004,2,1023059.506,0.579
Baffin,2004,3,1130387.348,0.64
Baffin,2004,4,1094406.168,0.62
Baffin,2004,5,891048.898,0.505
Baffin,2004,6,653562.454,0.37
Baffin,2004,7,378647.463,0.214
Baffin,2004,8,103928.95,0.059
Baffin,2004,9,48170.28,0.027
Baffin,2004,10,84117.075,0.048
Baffin,2004,11,522372.734,0.296
Baffin,2004,12,795059.195,0.45
Baffin,2005,1,1109841.447,0.629
Baffin,2005,2,1234855.587,0.699
Baffin,2005,3,1094672.268,0.62
Baffin,2005,4,1025750.133,0.581
Baffin,2005,5,895401.557,0.507
Baffin,2005,6,665226.504,0.377
Baffin,2005,7,318822.634,0.181
Baffin,2005,8,64186.152,0.036
Baffin,2005,9,39580.589,0.022
Baffin,2005,10,161178.323,0.091
Baffin,2005,11,491216.96,0.278
Baffin,2005,12,712754.721,0.404
Baffin,2006,1,1005349.756,0.569
Baffin,2006,2,1130064.982,0.64
Baffin,2006,3,1034348.299,0.586
Baffin,2006,4,1030659.932,0.584
Baffin,2006,5,890289.132,0.504
Baffin,2006,6,602877.76,0.341
Baffin,2006,7,238748.098,0.135
Baffin,2006,8,64130.209,0.036
Baffin,2006,9,41670.818,0.024
Baffin,2006,10,80806.834,0.046
Baffin,2006,11,326681.854,0.185
Baffin,2006,12,731115.279,0.414
Baffin,2007,1,985434.113,0.558
Baffin,2007,2,1092859.294,0.619
Baffin,2007,3,1173655.855,0.665
Baffin,2007,4,1163264.427,0.659
Baffin,2007,5,1056644.559,0.598
Baffin,2007,6,758861.004,0.43
Baffin,2007,7,289330.035,0.164
Baffin,2007,8,65568.759,0.037
Baffin,2007,9,41446.227,0.023
Baffin,2007,10,119594.306,0.068
Baffin,2007,11,526919.646,0.298
Baffin,2007,12,862240.257,0.488
Baffin,2008,1,1263469.492,0.716
Baffin,2008,2,1455745.348,0.824
Baffin,2008,3,1515616.759,0.858
Baffin,2008,4,1298222.907,0.735
Baffin,2008,5,975030.271,0.552
Baffin,2008,6,663470.824,0.376
Baffin,2008,7,285349.279,0.162
Baffin,2008,8,46136.591,0.026
Baffin,2008,9,43285.98,0.025
Baffin,2008,10,141270.674,0.08
Baffin,2008,11,585458.944,0.332
Baffin,2008,12,868447.609,0.492
Baffin,2009,1,1081083.679,0.612
Baffin,2009,2,1250785.296,0.708
Baffin,2009,3,1401071.595,0.794
Baffin,2009,4,1300111.584,0.736
Baffin,2009,5,1097813.919,0.622
Baffin,2009,6,628269.68,0.356
Baffin,2009,7,250142.453,0.142
Baffin,2009,8,48535.623,0.027
Baffin,2009,9,39503.26,0.022
Baffin,2009,10,125412.946,0.071
Baffin,2009,11,563849.217,0.319
Baffin,2009,12,765507.323,0.434
Baffin,2010,1,907702.613,0.514
Baffin,2010,2,989257.482,0.56
Baffin,2010,3,1089005.234,0.617
Baffin,2010,4,1073885.497,0.608
Baffin,2010,5,918827.193,0.52
Baffin,2010,6,629160.968,0.356
Baffin,2010,7,260228.644,0.147
Baffin,2010,8,50833.07,0.029
Baffin,2010,9,53981.727,0.031
Baffin,2010,10,112302.622,0.064
Baffin,2010,11,355192.818,0.201
Baffin,2010,12,578744.245,0.328
Baffin,2011,1,714253.784,0.405
Baffin,2011,2,926922.35,0.525
Baffin,2011,3,1113395.887,0.631
Baffin,2011,4,1108538.961,0.628
Baffin,2011,5,930115.625,0.527
Baffin,2011,6,718664.559,0.407
Baffin,2011,7,198329.764,0.112
Baffin,2011,8,40570.134,0.023
Baffin,2011,9,33119.638,0.019
Baffin,2011,10,188327.94,0.107
Baffin,2011,11,548853.107,0.311
Baffin,2011,12,814597.06,0.461
Baffin,2012,1,1121970.33,0.635
Baffin,2012,2,1247969.324,0.707
Baffin,2012,3,1474412.656,0.835
Baffin,2012,4,1250628.591,0.708
Baffin,2012,5,1002600.67,0.568
Baffin,2012,6,593404.898,0.336
Baffin,2012,7,157572.634,0.089
Baffin,2012,8,41367.605,0.023
Baffin,2012,9,34127.215,0.019
Baffin,2012,10,70494.123,0.04
Baffin,2012,11,376700.698,0.213
Baffin,2012,12,748516.153,0.424
Baffin,2013,1,1036392.791,0.587
Baffin,2013,2,1191044.878,0.675
Baffin,2013,3,1131250.306,0.641
Baffin,2013,4,1094891.342,0.62
Baffin,2013,5,1029993.068,0.583
Baffin,2013,6,768792.536,0.435
Baffin,2013,7,212729.317,0.12
Baffin,2013,8,59193.487,0.034
Baffin,2013,9,60155.708,0.034
Baffin,2013,10,120046.277,0.068
Baffin,2013,11,493925.704,0.28
Baffin,2013,12,860597.694,0.487
Baffin,2014,1,1124545.717,0.637
Baffin,2014,2,1333595.196,0.755
Baffin,2014,3,1451836.781,0.822
Baffin,2014,4,1358578.724,0.769
Baffin,2014,5,1099288.456,0.623
Baffin,2014,6,681600.849,0.386
Baffin,2014,7,143103.371,0.081
Baffin,2014,8,34488.864,0.02
Baffin,2014,9,28131.311,0.016
Baffin,2014,10,112340.194,0.064
Baffin,2014,11,407880.677,0.231
Baffin,2014,12,803787.348,0.455
Baffin,2015,1,1167403.368,0.661
Baffin,2015,2,1310355.801,0.742
Baffin,2015,3,1470955.118,0.833
Baffin,2015,4,1380998.799,0.782
Baffin,2015,5,1069845.467,0.606
Baffin,2015,6,750602.526,0.425
Baffin,2015,7,389751.649,0.221
Baffin,2015,8,120162.764,0.068
Baffin,2015,9,68842.473,0.039
Baffin,2015,10,120247.646,0.068
Baffin,2015,11,618499.437,0.35
Baffin,2015,12,951812.232,0.539
Baffin,2016,1,1152230.664,0.653
Baffin,2016,2,1314934.297,0.745
Baffin,2016,3,1374704.447,0.779
Baffin,2016,4,1228190.627,0.696
Baffin,2016,5,934608.367,0.529
Baffin,2016,6,618845.868,0.35
Baffin,2016,7,261118.174,0.148
Baffin,2016,8,53354.628,0.03
Baffin,2016,9,35976.126,0.02
Baffin,2016,10,102079.337,0.058
Baffin,2016,11,425216.01,0.241
Baffin,2016,12,862702.403,0.489
Baffin,2017,1,1146485.945,0.649
Baffin,2017,2,1271744.538,0.72
Baffin,2017,3,1288981.285,0.73
Baffin,2017,4,1294661.988,0.733
Baffin,2017,5,1150645.134,0.652
Baffin,2017,6,725631.179,0.411
Baffin,2017,7,349957.82,0.198
Baffin,2017,8,94296.183,0.053
Baffin,2017,9,62659.24,0.035
Baffin,2017,10,157667.573,0.089
Baffin,2017,11,577663.961,0.327
Baffin,2017,12,768994.206,0.436
Baffin,2018,1,1035937.611,0.587
Baffin,2018,2,1354966.145,0.767
Baffin,2018,3,1261866.139,0.715
Baffin,2018,4,1179045.732,0.668
Baffin,2018,5,1094209.811,0.62
Baffin,2018,6,766008.906,0.434
Baffin,2018,7,362620.886,0.205
Baffin,2018,8,75836.307,0.043
Baffin,2018,9,54838.762,0.031
Baffin,2018,10,177594.153,0.101
Baffin,2018,11,655379.089,0.371
Baffin,2018,12,854772.635,0.484
Baffin,2019,1,1086475.239,0.615
Baffin,2019,2,1230358.836,0.697
Baffin,2019,3,1231142.544,0.697
Baffin,2019,4,1113941.298,0.631
Baffin,2019,5,936648.998,0.53
Baffin,2019,6,587385.424,0.333
Baffin,2019,7,171258.094,0.097
Baffin,2019,8,46930.952,0.027
Baffin,2019,9,27600.624,0.016
Baffin,2019,10,61057.94,0.035
Baffin,2019,11,291275.949,0.165
Baffin,2019,12,678576.504,0.384
Baffin,2020,1,974461.347,0.552
Baffin,2020,2,1181121.087,0.669
Baffin,2020,3,1236299.254,0.7
Baffin,2020,4,1036981.003,0.587
Baffin,2020,5,847489.15,0.48
Baffin,2020,6,619129.338,0.351
Baffin,2020,7,195688.491,0.111
Baffin,2020,8,36670.811,0.021
Baffin,2020,9,31777.31,0.018
Baffin,2020,10,82762.022,0.047
Baffin,2020,11,400043.823,0.227
Baffin,2020,12,733089.555,0.415
Baffin,2021,1,917362.266,0.52
Baffin,2021,2,1040584.04,0.589
Baffin,2021,3,1147997.675,0.65
Baffin,2021,4,1074255.327,0.608
Baffin,2021,5,875527.315,0.496
Baffin,2021,6,629820.756,0.357
Baffin,2021,7,204308.9,0.116
Baffin,2021,8,45059.062,0.026
Baffin,2021,9,33770.277,0.019
Baffin,2021,10,64135.631,0.036
Baffin,2021,11,400581.715,0.227
Baffin,2021,12,698631.451,0.396
Baffin,2022,1,973313.225,0.551
Baffin,2022,2,1335339.087,0.756
Baffin,2022,3,1429096.704,0.809
Baffin,2022,4,1206542.314,0.683
Baffin,2022,5,1079292.433,0.611
Baffin,2022,6,788101.638,0.446
Baffin,2022,7,397326.27,0.225
Baffin,2022,8,97802.348,0.055
Baffin,2022,9,62212.219,0.035
Baffin,2022,10,154051.6,0.087
Baffin,2022,11,610663.893,0.346
Baffin,2022,12,756679.164,0.429
Baffin,2023,1,971284.494,0.55
Baffin,2023,2,1238677.663,0.702
Baffin,2023,3,1169490.318,0.662
Baffin,2023,4,1138591.854,0.645
Baffin,2023,5,996055.889,0.564
Baffin,2023,6,787262.077,0.446
Baffin,2023,7,323241.819,0.183
Baffin,2023,8,93866.767,0.053
Baffin,2023,9,57480.744,0.033
Baffin,2023,10,91218.128,0.052
Baffin,2023,11,384496.936,0.218
Baffin,2023,12,688841.484,0.39
Baffin,2024,1,910207.814,0.516
Baffin,2024,2,1169196.39,0.662
Baffin,2024,3,1206294.628,0.683
Baffin,2024,4,1058267.415,0.599
Baffin,2024,5,928433.079,0.526
Baffin,2024,6,704476.663,0.399
Baffin,2024,7,324152.719,0.184
Baffin,2024,8,61884.434,0.035
Baffin,2024,9,41539.982,0.024
Baffin,2024,10,68503.851,0.039
Baffin,2024,11,350976.391,0.199
Baffin,2024,12,752540.262,0.426
Baffin,2025,1,926138.224,0.525
Baffin,2025,2,1132431.103,0.641
Baffin,2025,3,1241977.43,0.703
Baffin,2025,4,1172723.732,0.664
Baffin,2025,5,977992.821,0.554
Baffin,2025,6,624288.835,0.354
Baffin,2025,7,212136.106,0.12
Baffin,2025,8,64324.563,0.036
Baffin,2025,9,49958.465,0.028
Baffin,2025,10,73293.259,0.042
Baffin,2025,11,194806.96,0.11
Baffin,2025,12,535188.511,0.303
Baffin,2026,1,765843.672,0.434
Baffin,2026,2,941609.998,0.533
Baffin,2026,3,1192733.416,0.676
Baffin,2026,4,1207401.667,0.684
Baffin,2026,5,830043.756,0.47
Baffin,2026,6,516443.614,0.292
Baffin,2026,7,208860.332,0.118
Baffin,2026,8,59087.383,0.033
Barents,1978,11,542478.066,0.44
Barents,1978,12,885240.599,0.717
Barents,1979,1,1107873.946,0.898
Barents,1979,2,1211101.473,0.981
Barents,1979,3,1215128.77,0.985
Barents,1979,4,1233940.811,1.0
Barents,1979,5,1193061.566,0.967
Barents,1979,6,949447.691,0.769
Barents,1979,7,412294.139,0.334
Barents,1979,8,97077.557,0.079
Barents,1979,9,10799.982,0.009
Barents,1979,10,109962.103,0.089
Barents,1979,11,377561.721,0.306
Barents,1979,12,735381.129,0.596
Barents,1980,1,931059.729,0.755
Barents,1980,2,1003847.217,0.814
Barents,1980,3,999506.376,0.81
Barents,1980,4,950533.253,0.77
Barents,1980,5,836337.598,0.678
Barents,1980,6,681033.892,0.552
Barents,1980,7,363662.433,0.295
Barents,1980,8,94509.248,0.077
Barents,1980,9,49859.013,0.04
Barents,1980,10,223938.977,0.181
Barents,1980,11,623931.246,0.506
Barents,1980,12,916408.949,0.743
Barents,1981,1,941792.085,0.763
Barents,1981,2,893203.878,0.724
Barents,1981,3,1096905.199,0.889
Barents,1981,4,1163843.055,0.943
Barents,1981,5,1157122.845,0.938
Barents,1981,6,855617.85,0.693
Barents,1981,7,383355.862,0.311
Barents,1981,8,109316.621,0.089
Barents,1981,9,39381.45,0.032
Barents,1981,10,138589.64,0.112
Barents,1981,11,354210.261,0.287
Barents,1981,12,784661.611,0.636
Barents,1982,1,1112524.237,0.902
Barents,1982,2,1143216.714,0.926
Barents,1982,3,1086472.393,0.88
Barents,1982,4,1100111.917,0.892
Barents,1982,5,906553.109,0.735
Barents,1982,6,783321.978,0.635
Barents,1982,7,465041.49,0.377
Barents,1982,8,213504.039,0.173
Barents,1982,9,186206.273,0.151
Barents,1982,10,395022.691,0.32
Barents,1982,11,613847.303,0.497
Barents,1982,12,638915.192,0.518
Barents,1983,1,697565.857,0.565
Barents,1983,2,806046.028,0.653
Barents,1983,3,798098.317,0.647
Barents,1983,4,858860.744,0.696
Barents,1983,5,729343.577,0.591
Barents,1983,6,462480.023,0.375
Barents,1983,7,153863.086,0.125
Barents,1983,8,37173.095,0.03
Barents,1983,9,7886.771,0.006
Barents,1983,10,88320.572,0.072
Barents,1983,11,477744.319,0.387
Barents,1983,12,754093.9,0.611
Barents,1984,1,746870.085,0.605
Barents,1984,2,669337.192,0.542
Barents,1984,3,807797.716,0.655
Barents,1984,4,878639.992,0.712
Barents,1984,5,637957.612,0.517
Barents,1984,6,416970.372,0.338
Barents,1984,7,91937.805,0.075
Barents,1984,8,11893.801,0.01
Barents,1984,9,2442.752,0.002
Barents,1984,10,43023.334,0.035
Barents,1984,11,263543.779,0.214
Barents,1984,12,481346.517,0.39
Barents,1985,1,752183.913,0.61
Barents,1985,2,883535.262,0.716
Barents,1985,3,813476.045,0.659
Barents,1985,4,1013200.618,0.821
Barents,1985,5,881575.619,0.714
Barents,1985,6,605604.904,0.491
Barents,1985,7,195391.832,0.158
Barents,1985,8,44757.118,0.036
Barents,1985,9,19400.344,0.016
Barents,1985,10,110786.016,0.09
Barents,1985,11,402748.299,0.326
Barents,1985,12,701426.922,0.568
Barents,1986,1,879798.735,0.713
Barents,1986,2,932751.22,0.756
Barents,1986,3,892772.133,0.724
Barents,1986,4,965799.546,0.783
Barents,1986,5,863866.443,0.7
Barents,1986,6,599990.874,0.486
Barents,1986,7,270008.882,0.219
Barents,1986,8,63943.818,0.052
Barents,1986,9,49959.693,0.04
Barents,1986,10,200154.7,0.162
Barents,1986,11,391234.605,0.317
Barents,1986,12,685292.225,0.555
Barents,1987,1,831425.209,0.674
Barents,1987,2,1048902.996,0.85
Barents,1987,3,1020191.857,0.827
Barents,1987,4,1125478.342,0.912
Barents,1987,5,930234.468,0.754
Barents,1987,6,699475.903,0.567
Barents,1987,7,351403.28,0.285
Barents,1987,8,93711.479,0.076
Barents,1987,9,62826.681,0.051
Barents,1987,10,311074.358,0.252
Barents,1987,11,484374.949,0.393
Barents,1988,2,915492.207,0.742
Barents,1988,3,929832.013,0.754
Barents,1988,4,1000399.341,0.811
Barents,1988,5,843653.139,0.684
Barents,1988,6,548348.429,0.444
Barents,1988,7,288757.098,0.234
Barents,1988,8,123814.416,0.1
Barents,1988,9,99204.563,0.08
Barents,1988,10,355319.107,0.288
Barents,1988,11,673910.609,0.546
Barents,1988,12,827140.623,0.67
Barents,1989,1,945265.19,0.766
Barents,1989,2,956080.537,0.775
Barents,1989,3,857880.425,0.695
Barents,1989,4,782813.387,0.634
Barents,1989,5,583212.42,0.473
Barents,1989,6,549395.282,0.445
Barents,1989,7,346158.255,0.281
Barents,1989,8,166361.452,0.135
Barents,1989,9,156508.042,0.127
Barents,1989,10,283635.9,0.23
Barents,1989,11,457087.192,0.37
Barents,1989,12,671475.761,0.544
Barents,1990,1,756770.948,0.613
Barents,1990,2,748729.446,0.607
Barents,1990,3,853281.045,0.692
Barents,1990,4,707975.781,0.574
Barents,1990,5,531535.416,0.431
Barents,1990,6,395917.473,0.321
Barents,1990,7,126067.687,0.102
Barents,1990,8,64989.734,0.053
Barents,1990,9,29126.129,0.024
Barents,1990,10,96343.845,0.078
Barents,1990,11,429451.589,0.348
Barents,1990,12,613042.972,0.497
Barents,1991,1,728761.514,0.591
Barents,1991,2,712338.692,0.577
Barents,1991,3,812927.419,0.659
Barents,1991,4,812483.262,0.658
Barents,1991,5,737129.442,0.597
Barents,1991,6,488057.677,0.396
Barents,1991,7,196309.15,0.159
Barents,1991,8,70333.672,0.057
Barents,1991,9,25676.161,0.021
Barents,1991,10,205975.171,0.167
Barents,1991,11,486556.481,0.394
Barents,1991,12,571646.075,0.463
Barents,1992,1,679091.321,0.55
Barents,1992,2,768552.654,0.623
Barents,1992,3,675511.457,0.547
Barents,1992,4,746464.777,0.605
